location,Longitude float,Latitude float,geometry
95 CONSTANCE ST,-79.45591,43.64847,POINT (-79.45590972900391 43.64847183227539)
9 BANIGAN DR,-79.3527,43.704445,POINT (-79.35269927978516 43.70444488525391)
307 LONSDALE RD,-79.410645,43.68887,POINT (-79.41064453125 43.68886947631836)
3217 YONGE ST,-79.40279,43.72823,POINT (-79.40278625488281 43.72822952270508)
125 BELGRAVIA AVE,-79.44457,43.69838,POINT (-79.44457244873047 43.69837951660156)
128 BELGRAVIA AVE,-79.44491,43.698696,POINT (-79.44490814208984 43.69869613647461)
1230 SHEPPARD AVE W,-79.47957,43.754883,POINT (-79.47956848144531 43.7548828125)
141 BELGRAVIA AVE,-79.44547,43.69822,POINT (-79.44547271728516 43.69821929931641)
251 GERRARD ST E,-79.368996,43.661777,POINT (-79.36899566650391 43.66177749633789)
149 BELGRAVIA AVE,-79.44581,43.69812,POINT (-79.44580841064453 43.6981201171875)
157 BELGRAVIA AVE,-79.446175,43.698048,POINT (-79.44617462158203 43.69804763793945)
392 PARLIAMENT ST,-79.36716,43.661495,POINT (-79.36715698242188 43.66149520874023)
38 BOND ST,-79.37776,43.654987,POINT (-79.37776184082031 43.65498733520508)
179 BELGRAVIA AVE,-79.44705,43.697838,POINT (-79.44705200195313 43.69783782958984)
111 CRANBROOKE AVE,-79.40724,43.728176,POINT (-79.40724182128906 43.72817611694336)
183 BELGRAVIA AVE,-79.447266,43.697834,POINT (-79.447265625 43.69783401489258)
74 EDNA AVE,-79.45587,43.656776,POINT (-79.45587158203125 43.65677642822266)
330 PARLIAMENT ST,-79.36662,43.659935,POINT (-79.36662292480469 43.65993499755859)
109 CRANBROOKE AVE,-79.40714,43.72819,POINT (-79.40714263916016 43.72819137573242)
104 CRANBROOKE AVE,-79.40719,43.72856,POINT (-79.40718841552734 43.72856140136719)
398 SPADINA RD,-79.41304,43.6881,POINT (-79.41304016113281 43.6880989074707)
809 DANFORTH AVE,-79.34127,43.679405,POINT (-79.34127044677734 43.67940521240234)
296 PARLIAMENT ST,-79.36602,43.65875,POINT (-79.36602020263672 43.65874862670898)
36 SHUTER ST,-79.36314,43.65754,POINT (-79.36313629150391 43.65753936767578)
247 BELGRAVIA AVE,-79.450134,43.69721,POINT (-79.45013427734375 43.69720840454102)
425 BLOOR ST E,-79.37653,43.672195,POINT (-79.37653350830078 43.67219543457031)
63 BISHOP TUTU BLVD,-79.401024,43.635548,POINT (-79.40102386474609 43.63554763793945)
117 CRANBROOKE AVE,-79.40752,43.728104,POINT (-79.40751647949219 43.72810363769531)
245 MARGUERETTA ST,-79.439186,43.656364,POINT (-79.43918609619141 43.65636444091797)
207 LIVINGSTON RD,-79.19989,43.74913,POINT (-79.19989013671875 43.74913024902344)
159 CRANBROOKE AVE,-79.40888,43.727985,POINT (-79.40888214111328 43.72798538208008)
22 BISHOP TUTU BLVD,-79.40043,43.6354,POINT (-79.40042877197266 43.63539886474609)
200 QUEENS QUAY W,-79.381744,43.64049,POINT (-79.38174438476563 43.6404914855957)
82 PAPE AVE,-79.33775,43.661064,POINT (-79.33775329589844 43.66106414794922)
78a PAPE AVE,-79.337715,43.660957,POINT (-79.33771514892578 43.66095733642578)
103 SUSSEX AVE,-79.40736,43.663605,POINT (-79.40735626220703 43.66360473632813)
21 CLASSIC AVE,-79.40088,43.66226,POINT (-79.40087890625 43.66225814819336)
36 SNAPDRAGON DR,-79.3321,43.775917,POINT (-79.33209991455078 43.77591705322266)
314 SHUTER ST,-79.364716,43.657013,POINT (-79.36471557617188 43.65701293945313)
21 PAULINE AVE,-79.4377,43.66035,POINT (-79.43769836425781 43.66035079956055)
23 PAULINE AVE,-79.437706,43.66043,POINT (-79.43770599365234 43.66043090820313)
17 BRUNSWICK AVE,-79.40777,43.666733,POINT (-79.40776824951172 43.66673278808594)
49 PAULINE AVE,-79.43801,43.66114,POINT (-79.43801116943359 43.66114044189453)
300 LAKESHORE BOULEVARD WEST,-79.5184,43.7004,POINT (-79.51840209960938 43.70040130615234)
82 HADDINGTON AVE,-79.4188,43.73552,POINT (-79.41880035400391 43.73551940917969)
57 PAULINE AVE,-79.43807,43.661354,POINT (-79.43807220458984 43.66135406494141)
224 PARLIAMENT ST,-79.365326,43.65716,POINT (-79.36532592773438 43.65716171264648)
18 PHILPOTT GDNS,-79.29102,43.68736,POINT (-79.29102325439453 43.68735885620117)
59 PAULINE AVE,-79.438095,43.661407,POINT (-79.43809509277344 43.66140747070313)
38 HENDON AVE,-79.41883,43.78123,POINT (-79.41883087158203 43.78123092651367)
9 PATRICK BLVD,-79.33048,43.776196,POINT (-79.33048248291016 43.77619552612305)
30 CARLTON ST,-79.38109,43.66172,POINT (-79.38108825683594 43.66172027587891)
75 PAULINE AVE,-79.43828,43.661823,POINT (-79.43827819824219 43.66182327270508)
67 BOND ST,-79.37769,43.655453,POINT (-79.37769317626953 43.65545272827148)
29 DOUBLETREE RD,-79.3306,43.777897,POINT (-79.33059692382813 43.77789688110352)
9 DOUBLETREE RD,-79.3303,43.77719,POINT (-79.33029937744141 43.77719116210938)
1 DOUBLETREE RD,-79.3303,43.77643,POINT (-79.33029937744141 43.77642822265625)
5 MCROBERTS AVE,-79.45349,43.676228,POINT (-79.4534912109375 43.67622756958008)
59 DELHI AVE,-79.41838,43.742382,POINT (-79.41838073730469 43.74238204956055)
19 HENRY LANE TER,-79.370056,43.647213,POINT (-79.37005615234375 43.64721298217773)
44 DELHI AVE,-79.42024,43.742744,POINT (-79.42024230957031 43.74274444580078)
725 QUEEN ST W,-79.40539,43.646915,POINT (-79.40538787841797 43.64691543579102)
3387 YONGE ST,-79.40368,43.732346,POINT (-79.40367889404297 43.73234558105469)
3369 YONGE ST,-79.40361,43.731853,POINT (-79.40361022949219 43.73185348510742)
786 DOVERCOURT RD,-79.43004,43.662457,POINT (-79.43003845214844 43.66245651245117)
424 QUEEN ST W,-79.398186,43.6486,POINT (-79.39818572998047 43.64860153198242)
757 DOVERCOURT RD,-79.42941,43.66156,POINT (-79.42941284179688 43.66156005859375)
240 ALTON TOWERS CRCL,-79.27737,43.826252,POINT (-79.27736663818359 43.82625198364258)
27 WIDMER ST,-79.391235,43.647335,POINT (-79.3912353515625 43.64733505249023)
10 FLANDERS RD,-79.43356,43.697815,POINT (-79.43356323242188 43.69781494140625)
665 DOVERCOURT RD,-79.42821,43.65885,POINT (-79.42820739746094 43.65885162353516)
1428 YONGE ST,-79.39394,43.687016,POINT (-79.39394378662109 43.68701553344727)
634 QUEEN ST W,-79.40594,43.646976,POINT (-79.40593719482422 43.64697647094727)
16 FLANDERS RD,-79.433655,43.698097,POINT (-79.43365478515625 43.69809722900391)
1375 YONGE ST,-79.39324,43.686783,POINT (-79.39324188232422 43.68678283691406)
20 FLANDERS RD,-79.43372,43.69826,POINT (-79.43372344970703 43.69826126098633)
1162 COLLEGE ST,-79.43439,43.652405,POINT (-79.43438720703125 43.65240478515625)
3 CLINTON ST,-79.413155,43.65397,POINT (-79.41315460205078 43.65396881103516)
185 PICKERING ST,-79.291405,43.68438,POINT (-79.29140472412109 43.68437957763672)
1115 COLLEGE ST,-79.4332,43.65229,POINT (-79.43319702148438 43.65229034423828)
258 CARLTON ST,-79.36746,43.665142,POINT (-79.36746215820313 43.66514205932617)
113 HAZELTON AVE,-79.39427,43.67426,POINT (-79.39427185058594 43.67425918579102)
5 WIDMER ST,-79.3909,43.646675,POINT (-79.39089965820313 43.64667510986328)
1127 COLLEGE ST,-79.43358,43.652206,POINT (-79.43357849121094 43.65220642089844)
191 PICKERING ST,-79.29141,43.68452,POINT (-79.29141235351563 43.68452072143555)
1139 COLLEGE ST,-79.43402,43.652016,POINT (-79.43402099609375 43.65201568603516)
915 BAY ST,-79.38649,43.663723,POINT (-79.38648986816406 43.66372299194336)
1504 YONGE ST,-79.39464,43.68887,POINT (-79.39463806152344 43.68886947631836)
197 QUEEN ST E,-79.37085,43.65404,POINT (-79.370849609375 43.6540412902832)
89 CLINTON ST,-79.41414,43.656612,POINT (-79.41413879394531 43.65661239624023)
583 PARLIAMENT ST,-79.36902,43.667423,POINT (-79.3690185546875 43.66742324829102)
3142 YONGE ST,-79.40311,43.72683,POINT (-79.40310668945313 43.72682952880859)
179 MCROBERTS AVE,-79.455154,43.680298,POINT (-79.45515441894531 43.6802978515625)
1006 FINCH AVE W,-79.468124,43.768578,POINT (-79.46812438964844 43.76857757568359)
192 EGLINTON AVE W,-79.60207,43.65249,POINT (-79.60207366943359 43.65248870849609)
386 RONCESVALLES AVE,-79.45112,43.650696,POINT (-79.45111846923828 43.65069580078125)
629 RICHMOND ST W,-79.404396,43.646152,POINT (-79.40439605712891 43.64615249633789)
225 KING ST E,-79.36894,43.65093,POINT (-79.36894226074219 43.65092849731445)
652 RICHMOND ST W,-79.40502,43.646378,POINT (-79.40502166748047 43.64637756347656)
1 NEEPAWA AVE,-79.44987,43.65038,POINT (-79.44986724853516 43.6503791809082)
396 RONCESVALLES AVE,-79.45121,43.65097,POINT (-79.45121002197266 43.65097045898438)
15 ED MIRVISH WAY,-79.38812,43.64694,POINT (-79.38812255859375 43.64693832397461)
102 SYMINGTON AVE,-79.44907,43.659927,POINT (-79.44907379150391 43.65992736816406)
3366 YONGE ST,-79.40464,43.732292,POINT (-79.40464019775391 43.73229217529297)
220 DAVENPORT RD,-79.39695,43.674778,POINT (-79.39694976806641 43.67477798461914)
987 DUNDAS ST W,-79.41551,43.650192,POINT (-79.41551208496094 43.65019226074219)
306 SEATON ST,-79.37125,43.662155,POINT (-79.37124633789063 43.66215515136719)
1606 BAYVIEW AVE,-79.375595,43.70613,POINT (-79.37559509277344 43.70613098144531)
240 RONCESVALLES AVE,-79.44922,43.645573,POINT (-79.44921875 43.64557266235352)
219 RONCESVALLES AVE,-79.448616,43.64581,POINT (-79.44861602783203 43.64580917358398)
213 RONCESVALLES AVE,-79.44854,43.645657,POINT (-79.44853973388672 43.64565658569336)
553 RICHMOND ST W,-79.402084,43.646652,POINT (-79.40208435058594 43.64665222167969)
231 BELLWOODS AVE,-79.41324,43.652607,POINT (-79.41323852539063 43.65260696411133)
731 COXWELL AVE,-79.32389,43.68478,POINT (-79.32389068603516 43.68478012084961)
803 DANFORTH AVE,-79.34144,43.67943,POINT (-79.34143829345703 43.67942810058594)
6 HOSKINN AVE,-79.395775,43.66546,POINT (-79.39577484130859 43.66545867919922)
102 RONCESVALLES AVE,-79.44777,43.64226,POINT (-79.44776916503906 43.64226150512695)
907 DANFORTH AVE,-79.33889,43.679874,POINT (-79.33889007568359 43.67987442016602)
47 GLADSTONE AVE,-79.42745,43.643974,POINT (-79.42745208740234 43.64397430419922)
99 RONCESVALLES AVE,-79.44719,43.642162,POINT (-79.44718933105469 43.64216232299805)
39 CAMERON ST,-79.39789,43.649704,POINT (-79.39788818359375 43.64970397949219)
37 QUEEN ST E,-79.37709,43.65269,POINT (-79.37709045410156 43.65269088745117)
26 KEITH AVE,-79.46178,43.69079,POINT (-79.46177673339844 43.69078826904297)
1590 KING ST W,-79.445076,43.638447,POINT (-79.44507598876953 43.63844680786133)
143 BANNOCKBURN AVE,-79.43143,43.73131,POINT (-79.43142700195313 43.7313117980957)
1471 KING ST W,-79.439545,43.636272,POINT (-79.43954467773438 43.63627243041992)
206 CARLTON ST,-79.37029,43.664074,POINT (-79.37029266357422 43.6640739440918)
1257 KING ST W,-79.43035,43.63813,POINT (-79.43035125732422 43.63813018798828)
519 QUEEN ST W,-79.39897,43.648,POINT (-79.39897155761719 43.64799880981445)
85 WALES AVE,-79.40457,43.6526,POINT (-79.40457153320313 43.6525993347168)
1317 KING ST W,-79.43223,43.63781,POINT (-79.43222808837891 43.63780975341797)
1801 DANFORTH AVE,-79.318634,43.68414,POINT (-79.31863403320313 43.68413925170898)
251 DALHOUSIE ST,-79.37719,43.65824,POINT (-79.37718963623047 43.65824127197266)
2039 DANFORTH AVE,-79.31369,43.685295,POINT (-79.31369018554688 43.68529510498047)
220 DANFORTH AVE,-79.35556,43.67685,POINT (-79.35556030273438 43.67684936523438)
895 QUEEN ST W,-79.4118,43.645477,POINT (-79.41179656982422 43.64547729492188)
348 WELLINGTON ST W,-79.39282,43.644657,POINT (-79.392822265625 43.64465713500977)
59 ORLEY AVE,-79.305695,43.69255,POINT (-79.30569458007813 43.69255065917969)
1196 COLLEGE ST,-79.43616,43.652092,POINT (-79.4361572265625 43.65209197998047)
66 RIVALDA RD,-79.535805,43.739357,POINT (-79.53580474853516 43.73935699462891)
544 DUNDAS ST W,-79.39935,43.65293,POINT (-79.39935302734375 43.65293121337891)
99 SPADINA AVE,-79.39496,43.646194,POINT (-79.39495849609375 43.64619445800781)
6 LUNNESS RD,-79.54466,43.602657,POINT (-79.54466247558594 43.60265731811523)
16 OXLEY ST,-79.3945,43.646564,POINT (-79.39450073242188 43.64656448364258)
66 SPADINA AVE,-79.39224,43.638805,POINT (-79.39224243164063 43.6388053894043)
60 SPADINA AVE,-79.39512,43.644802,POINT (-79.39511871337891 43.64480209350586)
20 FELTHAM AVE,-79.47858,43.677063,POINT (-79.47857666015625 43.67706298828125)
100 ST GEORGE STREET,-79.5042,43.61663,POINT (-79.50420379638672 43.61663055419922)
181 SHAW ST,-79.41681,43.646767,POINT (-79.41680908203125 43.64676666259766)
822 DUNDAS ST W,-79.40923,43.65191,POINT (-79.40923309326172 43.65190887451172)
1166 QUEEN ST W,-79.4254,43.64305,POINT (-79.42539978027344 43.64305114746094)
910 DUNDAS ST W,-79.412476,43.651104,POINT (-79.4124755859375 43.65110397338867)
335 MILL RD,-79.58459,43.63998,POINT (-79.58458709716797 43.63998031616211)
1098 DUNDAS ST W,-79.4194,43.649822,POINT (-79.41940307617188 43.64982223510742)
10 SULLY CRES,-79.41858,43.65465,POINT (-79.4185791015625 43.6546516418457)
1001 BAY ST,-79.387856,43.66547,POINT (-79.38785552978516 43.66547012329102)
924 DUNDAS ST W,-79.41314,43.65101,POINT (-79.41313934326172 43.65100860595703)
1718 DUNDAS ST W,-79.43861,43.650238,POINT (-79.43860626220703 43.65023803710938)
1598 QUEEN ST W,-79.44154,43.639812,POINT (-79.44154357910156 43.63981246948242)
80 DUPLEX AVE,-79.3992,43.700188,POINT (-79.39920043945313 43.70018768310547)
60 DUPLEX AVE,-79.39905,43.699787,POINT (-79.3990478515625 43.69978713989258)
127 GARDEN AVE,-79.44556,43.64401,POINT (-79.445556640625 43.64400863647461)
283 DAVISVILLE AVE,-79.38567,43.700436,POINT (-79.38567352294922 43.70043563842773)
287 DAVISVILLE AVE,-79.38553,43.700455,POINT (-79.38552856445313 43.70045471191406)
1070 BLOOR ST W,-79.433304,43.660503,POINT (-79.43330383300781 43.66050338745117)
65 GRANBY ST,-79.37997,43.660908,POINT (-79.37996673583984 43.66090774536133)
1082 BLOOR ST W,-79.43376,43.660503,POINT (-79.43376159667969 43.66050338745117)
25 WINDSOR ST,-79.49764,43.618774,POINT (-79.49764251708984 43.6187744140625)
1385 DANFORTH AVE,-79.3279,43.682236,POINT (-79.32790374755859 43.68223571777344)
1143 GERRARD ST,-79.33216,43.669773,POINT (-79.33216094970703 43.66977310180664)
456 KING ST E,-79.35928,43.655354,POINT (-79.35928344726563 43.65535354614258)
6 COLIN AVE,-79.399796,43.69844,POINT (-79.39979553222656 43.69844055175781)
260 OSSINGTON AVE,-79.42124,43.649994,POINT (-79.42124176025391 43.64999389648438)
1001 BATHURST ST,-79.41313,43.670723,POINT (-79.41313171386719 43.67072296142578)
1303 BAYVIEW AVE,-79.37193,43.698185,POINT (-79.37193298339844 43.69818496704102)
14 ROSEWELL AVE,-79.40505,43.71023,POINT (-79.40505218505859 43.71023178100586)
1003 BATHURST ST,-79.41308,43.670788,POINT (-79.41307830810547 43.6707878112793)
171 PARK LAWN RD,-79.49032,43.62903,POINT (-79.49031829833984 43.6290283203125)
120 SEATON ST,-79.36936,43.657642,POINT (-79.36936187744141 43.65764236450195)
5511 YONGE ST,-79.41489,43.778233,POINT (-79.41488647460938 43.77823257446289)
47  BROADVIEW AVE,-79.34884,43.657364,POINT (-79.34883880615234 43.65736389160156)
1248 BLOOR ST W,-79.44025,43.65925,POINT (-79.44024658203125 43.65924835205078)
1759 KEELE ST,-79.47321,43.686485,POINT (-79.47321319580078 43.68648529052734)
6 CLINTON ST,-79.4136,43.65391,POINT (-79.41359710693359 43.65391159057617)
1705 BATHURST ST,-79.423645,43.69695,POINT (-79.42364501953125 43.69694900512695)
308 DUPONT ST,-79.4084,43.6748,POINT (-79.40840148925781 43.67480087280273)
1332 BLOOR ST W,-79.44353,43.658527,POINT (-79.44352722167969 43.65852737426758)
1684 QUEEN ST W,-79.444435,43.63935,POINT (-79.44443511962891 43.63935089111328)
28 RIVERWOOD PKWY,-79.49027,43.63933,POINT (-79.49027252197266 43.63933181762695)
1711 KINGSTON RD,-79.263016,43.692234,POINT (-79.26301574707031 43.69223403930664)
5357 YONGE ST,-79.41418,43.775364,POINT (-79.41417694091797 43.77536392211914)
1727 KINGSTON RD,-79.26264,43.6926,POINT (-79.26264190673828 43.69260025024414)
115 EGLINTON AVE W,-79.40218,43.705692,POINT (-79.40218353271484 43.70569229125977)
55 REDPATH AVE,-79.391785,43.705433,POINT (-79.39178466796875 43.7054328918457)
1000 BROADVIEW AVE,-79.357704,43.68286,POINT (-79.35770416259766 43.682861328125)
228 QUEEN ST E,-79.36899,43.65481,POINT (-79.36898803710938 43.65481185913086)
135 BATHURST ST,-79.40313,43.64575,POINT (-79.40312957763672 43.64574813842773)
236 GEORGE ST,-79.37324,43.65612,POINT (-79.37323760986328 43.65612030029297)
15 KING'S COLLEGE CIR,-79.39534,43.66255,POINT (-79.39533996582031 43.66255187988281)
402 EUCLID AVE,-79.41184,43.65624,POINT (-79.41184234619141 43.6562385559082)
47 DAVIES AVE,-79.35377,43.65977,POINT (-79.35376739501953 43.65977096557617)
2918 DUNDAS ST W,-79.46685,43.66576,POINT (-79.46685028076172 43.6657600402832)
1655 DUPONT ST,-79.45608,43.664127,POINT (-79.45607757568359 43.66412734985352)
453 MANNING AVE,-79.41353,43.658443,POINT (-79.41352844238281 43.65844345092773)
2375 DANFORTH AVE,-79.30554,43.686954,POINT (-79.3055419921875 43.68695449829102)
2350 DANFORTH AVE,-79.306526,43.687332,POINT (-79.30652618408203 43.68733215332031)
2316 DANFORTH AVE,-79.30731,43.687237,POINT (-79.30731201171875 43.68723678588867)
4947 DUNDAS ST W,-79.52951,43.64775,POINT (-79.52951049804688 43.64775085449219)
4953 DUNDAS ST W,-79.52942,43.6477,POINT (-79.5294189453125 43.64770126342773)
WELLINGTON ST E,-79.3755,43.648506,POINT (-79.37550354003906 43.64850616455078)
2144 DANFORTH AVE,-79.3113,43.686367,POINT (-79.31130218505859 43.68636703491211)
1901 AVENUE RD,-79.41923,43.732925,POINT (-79.41922760009766 43.73292541503906)
717 LANSDOWNE AVE,-79.443,43.65975,POINT (-79.44300079345703 43.65975189208984)
1843 AVENUE RD,-79.41899,43.731487,POINT (-79.41899108886719 43.73148727416992)
326 WARREN RD,-79.41441,43.702774,POINT (-79.41441345214844 43.70277404785156)
1505 BAYVIEW AVE,-79.3742,43.70396,POINT (-79.37419891357422 43.70396041870117)
1921 EGLINTON AVE W,-79.45247,43.69499,POINT (-79.45246887207031 43.69498825073242)
468 QUEEN ST W,-79.4001,43.64824,POINT (-79.40010070800781 43.64823913574219)
472 QUEEN ST W,-79.400215,43.64823,POINT (-79.40021514892578 43.64823150634766)
69 SCARLETT RD,-79.50049,43.668407,POINT (-79.50048828125 43.66840744018555)
210 MC CAUL ST,-79.392975,43.65727,POINT (-79.39297485351563 43.65726852416992)
196 MC CAUL ST,-79.39279,43.65687,POINT (-79.39279174804688 43.6568717956543)
370 COOK RD,-79.50279,43.76693,POINT (-79.50279235839844 43.76692962646484)
2138 DANFORTH AVE,-79.31129,43.686115,POINT (-79.31128692626953 43.68611526489258)
102 PORTLAND ST,-79.40069,43.645283,POINT (-79.40068817138672 43.64528274536133)
75 CASTLE KNOCK RD,-79.41223,43.706894,POINT (-79.4122314453125 43.70689392089844)
1805 DANFORTH AVE,-79.31857,43.684097,POINT (-79.31857299804688 43.68409729003906)
285 COXWELL AVE,-79.319405,43.67384,POINT (-79.31940460205078 43.6738395690918)
1288 ST CLAIR AVE W,-79.44786,43.677166,POINT (-79.44786071777344 43.67716598510742)
1514 DANFORTH AVE,-79.32513,43.683216,POINT (-79.32512664794922 43.6832160949707)
58 AUSTIN AVE,-79.33782,43.667545,POINT (-79.33782196044922 43.66754531860352)
110 MCGILL ST,-79.378334,43.660957,POINT (-79.37833404541016 43.66095733642578)
3299 DUNDAS ST W,-79.47984,43.665234,POINT (-79.47984313964844 43.66523361206055)
69 JAMESTOWN CRES,-79.583466,43.734142,POINT (-79.58346557617188 43.7341423034668)
141 GREENLAND AVE,-79.33988,43.733833,POINT (-79.33988189697266 43.73383331298828)
795 SHAW ST,-79.42363,43.664043,POINT (-79.42362976074219 43.66404342651367)
10 KINGSDALE AVE,-79.41232,43.770546,POINT (-79.41232299804688 43.77054595947266)
1368 DANFORTH AVE,-79.32837,43.682484,POINT (-79.328369140625 43.6824836730957)
21 BARTLETT AVE,-79.43306,43.661404,POINT (-79.43305969238281 43.66140365600586)
8 PAILTON CRES,-79.39022,43.698,POINT (-79.39022064208984 43.69800186157227)
1264 DANFORTH AVE,-79.330696,43.681976,POINT (-79.33069610595703 43.68197631835938)
64 BARTLETT AVE,-79.43398,43.66236,POINT (-79.43398284912109 43.66236114501953)
114 AVENUE RD,-79.3964,43.67354,POINT (-79.39640045166016 43.67353820800781)
1231 DANFORTH AVE,-79.33105,43.681595,POINT (-79.33104705810547 43.68159484863281)
81 BARTLETT AVE,-79.43368,43.662933,POINT (-79.43367767333984 43.66293334960938)
1166 DANFORTH AVE,-79.33304,43.68162,POINT (-79.33303833007813 43.68162155151367)
1020 DANFORTH AVE,-79.3367,43.680832,POINT (-79.33670043945313 43.68083190917969)
37 BAYCREST AVE,-79.434944,43.72885,POINT (-79.43494415283203 43.72885131835938)
933 DANFORTH AVE,-79.33804,43.680035,POINT (-79.33804321289063 43.68003463745117)
39 BAYCREST AVE,-79.43511,43.728813,POINT (-79.43511199951172 43.72881317138672)
347 BROADVIEW AVE,-79.352104,43.665,POINT (-79.35210418701172 43.66500091552734)
227 ROSETHORN AVE,-79.46438,43.683205,POINT (-79.46437835693359 43.68320465087891)
78 TAUNTON RD,-79.38884,43.70804,POINT (-79.38883972167969 43.70803833007813)
219 ROSETHORN AVE,-79.46428,43.68303,POINT (-79.46427917480469 43.68302917480469)
82 YORKVILLE AVE,-79.39151,43.67127,POINT (-79.39151000976563 43.67126846313477)
300 BOROUGH DRIVE,-79.25802,43.77629,POINT (-79.25801849365234 43.77629089355469)
514 MARKHAM ST,-79.411964,43.66307,POINT (-79.41196441650391 43.66307067871094)
69 BAYCREST AVE,-79.437675,43.72822,POINT (-79.43767547607422 43.72822189331055)
1099 DANFORTH AVE,-79.334785,43.680756,POINT (-79.33478546142578 43.68075561523438)
1212 COLLEGE ST,-79.43695,43.651894,POINT (-79.43695068359375 43.65189361572266)
1210 COLLEGE ST,-79.43689,43.651905,POINT (-79.4368896484375 43.65190505981445)
1 OSCAR ROMERO PL,-79.47994,43.67001,POINT (-79.47994232177734 43.67000961303711)
48 STRANGFORD LANE,-79.294624,43.71018,POINT (-79.29462432861328 43.71017837524414)
25 KING'S COLLEGE CIR,-79.396255,43.66136,POINT (-79.39625549316406 43.66136169433594)
15 STRANGFORD LANE,-79.29585,43.7097,POINT (-79.29585266113281 43.70970153808594)
117 HURON ST,-79.396904,43.655827,POINT (-79.39690399169922 43.65582656860352)
1275 BLOOR ST W,-79.44212,43.65831,POINT (-79.44212341308594 43.65830993652344)
1267 BLOOR ST W,-79.441895,43.658382,POINT (-79.44189453125 43.65838241577148)
1409 KING ST W,-79.43539,43.6371,POINT (-79.43538665771484 43.63710021972656)
1163 BLOOR ST W,-79.437996,43.659176,POINT (-79.43799591064453 43.65917587280273)
200 HURON ST,-79.39518,43.651016,POINT (-79.39517974853516 43.65101623535156)
347 QUEEN ST E,-79.363914,43.65573,POINT (-79.36391448974609 43.65573120117188)
236 BROCK AVE,-79.43552,43.648685,POINT (-79.43551635742188 43.64868545532227)
1160 BLOOR ST W,-79.43691,43.659935,POINT (-79.43691253662109 43.65993499755859)
1180 BLOOR ST W,-79.437485,43.659683,POINT (-79.43748474121094 43.65968322753906)
561 KENNEDY RD,-79.26312,43.72171,POINT (-79.26312255859375 43.72171020507813)
2411 YONGE ST,-79.39885,43.71033,POINT (-79.39884948730469 43.71033096313477)
1256 BLOOR ST W,-79.440475,43.659077,POINT (-79.44047546386719 43.65907669067383)
678 YONGE ST,-79.38587,43.667374,POINT (-79.38587188720703 43.66737365722656)
1290 BLOOR ST W,-79.44211,43.65882,POINT (-79.44210815429688 43.65882110595703)
74 PEMBROKE ST,-79.37296,43.658695,POINT (-79.37296295166016 43.65869522094727)
11 SUNNYSIDE AVE,-79.44846,43.63902,POINT (-79.44846343994141 43.63901901245117)
3338 YONGE ST,-79.404175,43.73156,POINT (-79.4041748046875 43.73155975341797)
85 SHERIDAN AVE,-79.4329,43.648563,POINT (-79.43289947509766 43.64856338500977)
3274 YONGE ST,-79.40386,43.7302,POINT (-79.40386199951172 43.73020172119141)
33 SAINT GEORGE STREET,-79.396034,43.658867,POINT (-79.39603424072266 43.65886688232422)
71 MUTUAL ST,-79.37509,43.655926,POINT (-79.37509155273438 43.65592575073242)
24 GLEBE RD W,-79.39796,43.700916,POINT (-79.39795684814453 43.7009162902832)
350 HURON ST,-79.40055,43.66386,POINT (-79.40055084228516 43.66386032104492)
959 COLLEGE ST,-79.42691,43.653263,POINT (-79.42691040039063 43.65326309204102)
66 BEVERLEY ST,-79.39313,43.65154,POINT (-79.39312744140625 43.65153884887695)
42 WELLESLEY ST E,-79.38982,43.663788,POINT (-79.38981628417969 43.66378784179688)
101 MUTUAL ST,-79.37559,43.657047,POINT (-79.37558746337891 43.65704727172852)
3227 YONGE ST,-79.4026,43.728477,POINT (-79.40260314941406 43.72847747802734)
58 BISHOP TUTU BLVD,-79.401054,43.63508,POINT (-79.40105438232422 43.63507843017578)
17 WELLESLEY ST E,-79.38841,43.6641,POINT (-79.38841247558594 43.66410064697266)
645 MOUNT PLEASANT RD,-79.388596,43.70505,POINT (-79.38859558105469 43.70505142211914)
50 TUXEDO COURT,-79.23019,43.780186,POINT (-79.23018646240234 43.78018569946289)
160 BRUNSWICK AVE,-79.40626,43.661934,POINT (-79.40625762939453 43.66193389892578)
102 HARBORD ST,-79.403496,43.663044,POINT (-79.40349578857422 43.66304397583008)
288 DANFORTH AVE,-79.35436,43.677353,POINT (-79.35436248779297 43.67735290527344)
149 VANAULEY WALK,-79.39947,43.651283,POINT (-79.39946746826172 43.65128326416016)
9 HARCOURT AVE,-79.345695,43.67692,POINT (-79.34569549560547 43.67692184448242)
39 HARCOURT AVE,-79.344505,43.677147,POINT (-79.34450531005859 43.67714691162109)
250 SHUTER ST,-79.36684,43.656693,POINT (-79.36683654785156 43.65669250488281)
2130 WESTON RD,-79.52466,43.702442,POINT (-79.524658203125 43.70244216918945)
254 GEORGE ST,-79.37065,43.650696,POINT (-79.37065124511719 43.65069580078125)
1611 BAYVIEW AVE,-79.37512,43.706444,POINT (-79.3751220703125 43.70644378662109)
316 QUEEN ST E,-79.36544,43.65563,POINT (-79.36544036865234 43.6556282043457)
1575 BAYVIEW AVE,-79.37484,43.70582,POINT (-79.37483978271484 43.70581817626953)
322 QUEEN ST E,-79.365265,43.65572,POINT (-79.36526489257813 43.65571975708008)
1689 ST CLAIR AVE W,-79.458755,43.674286,POINT (-79.45875549316406 43.67428588867188)
