location,Longitude float,Latitude float,geometry
1573 BAYVIEW AVE,-79.374855,43.705753,POINT (-79.37485504150391 43.70575332641602)
22 DONLEA DR,-79.37304,43.713036,POINT (-79.37303924560547 43.71303558349609)
92 MERRILL AVE E,-79.31359,43.682976,POINT (-79.31359100341797 43.68297576904297)
1539 BAYVIEW AVE,-79.37466,43.70501,POINT (-79.37465667724609 43.70500946044922)
33 KENSINGTON AVE,-79.3999,43.653496,POINT (-79.39990234375 43.65349578857422)
1531 BAYVIEW AVE,-79.37444,43.704838,POINT (-79.37444305419922 43.70483779907227)
75 FAYE DR,-79.33742,43.789154,POINT (-79.33741760253906 43.78915405273438)
1525 BAYVIEW AVE,-79.37436,43.70465,POINT (-79.37435913085938 43.70465087890625)
180 DONLEA DR,-79.36468,43.71479,POINT (-79.36467742919922 43.71479034423828)
260 CARL STRYG LANE,-79.33873,43.66097,POINT (-79.33872985839844 43.66096878051758)
31 RIVER GROVE DR,-79.31609,43.81864,POINT (-79.31609344482422 43.81864166259766)
5334 YONGE ST,-79.41433,43.773438,POINT (-79.41432952880859 43.7734375)
103 MERRICK ST,-79.45268,43.6402,POINT (-79.45268249511719 43.64020156860352)
85 BRENTCLIFFE RD,-79.36284,43.71719,POINT (-79.36283874511719 43.71718978881836)
69 OSSINGTON AVE,-79.419395,43.64573,POINT (-79.41939544677734 43.64572906494141)
2059 YONGE ST,-79.39713,43.70218,POINT (-79.39713287353516 43.70217895507813)
11 OSBORNE AVE,-79.29584,43.681736,POINT (-79.29583740234375 43.68173599243164)
10 WHITEHORN CRES,-79.34968,43.792698,POINT (-79.34967803955078 43.79269790649414)
21 ISLAND RD,-79.14184,43.797092,POINT (-79.14183807373047 43.79709243774414)
40 TEESDALE PLACE,-79.28644,43.69721,POINT (-79.28643798828125 43.69720840454102)
122 UXBRIDGE AVE,-79.457794,43.671192,POINT (-79.45779418945313 43.67119216918945)
104 UXBRIDGE AVE,-79.45761,43.67082,POINT (-79.45761108398438 43.67081832885742)
4 WHITEHORN CRES,-79.34984,43.792336,POINT (-79.34983825683594 43.79233551025391)
25 WARINGSTOWN DR,-79.31273,43.7596,POINT (-79.31272888183594 43.75960159301758)
5 WARINGSTOWN DR,-79.31143,43.759922,POINT (-79.31143188476563 43.75992202758789)
40 TEESDALE PL,-79.28644,43.69721,POINT (-79.28643798828125 43.69720840454102)
267 KINGSLAKE RD,-79.35004,43.79211,POINT (-79.35003662109375 43.79211044311523)
1 GRENVILLE ST,-79.38378,43.661945,POINT (-79.38378143310547 43.66194534301758)
141 PORTLAND ST,-79.400635,43.64657,POINT (-79.400634765625 43.64656829833984)
1025 GERRARD ST E,-79.33717,43.6687,POINT (-79.33717346191406 43.668701171875)
469 QUEEN ST W,-79.39748,43.64832,POINT (-79.39747619628906 43.64831924438477)
3433 YONGE ST,-79.40411,43.733456,POINT (-79.40411376953125 43.73345565795898)
3441 YONGE ST,-79.40415,43.73354,POINT (-79.40415191650391 43.73353958129883)
32 SATCHELL BLVD,-79.15877,43.78704,POINT (-79.15876770019531 43.78704071044922)
112 BRAEMORE GDNS,-79.423355,43.67736,POINT (-79.42335510253906 43.67736053466797)
60 SATCHELL BLVD,-79.15727,43.788555,POINT (-79.15727233886719 43.78855514526367)
3036 DANFORTH AVE,-79.2898,43.691097,POINT (-79.28980255126953 43.69109725952148)
80 SATCHELL BLVD,-79.155914,43.78712,POINT (-79.15591430664063 43.7871208190918)
3016 DANFORTH AVE,-79.29073,43.690914,POINT (-79.29073333740234 43.69091415405273)
39 HAMMERSMITH AVE,-79.29356,43.66968,POINT (-79.29355621337891 43.66968154907227)
811 DOVERCOURT RD,-79.4297,43.662865,POINT (-79.42970275878906 43.66286468505859)
33 DELAWARE AVE,-79.42543,43.655193,POINT (-79.42543029785156 43.65519332885742)
1 LAUREL AVE,-79.55121,43.638493,POINT (-79.55120849609375 43.63849258422852)
38 OAK KNOLLS CRES,-79.14327,43.801495,POINT (-79.14327239990234 43.80149459838867)
88 AVENUE RD,-79.395905,43.672253,POINT (-79.39590454101563 43.6722526550293)
445 DOVERCOURT RD,-79.426346,43.65394,POINT (-79.42634582519531 43.65393829345703)
12a LAUREL AVE,-79.25544,43.718914,POINT (-79.25543975830078 43.71891403198242)
49 OAK KNOLLS CRES,-79.144226,43.80168,POINT (-79.14422607421875 43.80168151855469)
525 GLEN PARK AVE,-79.459656,43.706562,POINT (-79.45965576171875 43.70656204223633)
45 LAUREL AVE,-79.255775,43.720673,POINT (-79.25577545166016 43.72067260742188)
525 GLENCAIRN AVE,-79.42969,43.711815,POINT (-79.4296875 43.71181488037109)
66 LAUREL AVE,-79.25689,43.7223,POINT (-79.25688934326172 43.7223014831543)
25 CANYON RD,-79.486626,43.63403,POINT (-79.48662567138672 43.63402938842773)
131 DONLANDS AVE,-79.33876,43.684578,POINT (-79.33876037597656 43.68457794189453)
99 LAUREL AVE,-79.25722,43.724438,POINT (-79.25721740722656 43.72443771362305)
181 BROADVIEW AVE,-79.35052,43.661186,POINT (-79.35051727294922 43.66118621826172)
147 LAUREL AVE,-79.25809,43.726475,POINT (-79.25808715820313 43.72647476196289)
227 DELAWARE AVE,-79.42822,43.662403,POINT (-79.42822265625 43.66240310668945)
192 GENERATION BLVD,-79.163,43.802887,POINT (-79.16300201416016 43.80288696289063)
4 CULTRA SQ,-79.18797,43.75804,POINT (-79.18797302246094 43.75804138183594)
53 GENERATION BLVD,-79.16546,43.804703,POINT (-79.16545867919922 43.80470275878906)
25 CANYON AVE,-79.43708,43.75726,POINT (-79.43708038330078 43.75725936889648)
63 CULTRA SQ,-79.19112,43.75681,POINT (-79.19111633300781 43.75680923461914)
125 GRANADA CRES,-79.16678,43.806747,POINT (-79.16677856445313 43.80674743652344)
305 ROEHAMPTON AVE,-79.38869,43.709675,POINT (-79.38868713378906 43.70967483520508)
29 SINGER CRT,-79.37027,43.769394,POINT (-79.37026977539063 43.76939392089844)
199 UPPER CANADA DR,-79.39388,43.76014,POINT (-79.39388275146484 43.76013946533203)
61 DORNEY COURT,-79.44133,43.721146,POINT (-79.44132995605469 43.72114562988281)
625 QUEEN ST E,-79.35299,43.65801,POINT (-79.35298919677734 43.65800857543945)
39 ANTLER ST,-79.449196,43.664192,POINT (-79.44919586181641 43.66419219970703)
491 DONLANDS AVE,-79.34573,43.69647,POINT (-79.34573364257813 43.69646835327148)
601 QUEEN ST W,-79.40214,43.647453,POINT (-79.40213775634766 43.64745330810547)
567 QUEEN ST W,-79.40071,43.64764,POINT (-79.40071105957031 43.64764022827148)
563 QUEEN ST W,-79.400536,43.647705,POINT (-79.40053558349609 43.647705078125)
461 QUEEN ST W,-79.397255,43.648365,POINT (-79.39725494384766 43.64836502075195)
2304 WESTON RD,-79.53017,43.705067,POINT (-79.53016662597656 43.7050666809082)
226 QUEEN ST W,-79.39004,43.650356,POINT (-79.39003753662109 43.65035629272461)
1304 DUNDAS ST W,-79.426056,43.64959,POINT (-79.42605590820313 43.64958953857422)
1333 DUNDAS ST W,-79.426636,43.64933,POINT (-79.4266357421875 43.64933013916016)
7 DALTON RD,-79.406624,43.666626,POINT (-79.40662384033203 43.6666259765625)
3 DALTON RD,-79.406654,43.666138,POINT (-79.40665435791016 43.6661376953125)
936 COLLEGE ST,-79.426254,43.653896,POINT (-79.42625427246094 43.65389633178711)
47 MUNRO PARK AVE,-79.28305,43.672985,POINT (-79.28305053710938 43.6729850769043)
320 QUEEN ST W,-79.39448,43.64941,POINT (-79.39447784423828 43.64941024780273)
14 BRUNSWICK AVE,-79.404564,43.657715,POINT (-79.40456390380859 43.65771484375)
2340 DUNDAS ST W,-79.45227,43.656723,POINT (-79.4522705078125 43.65672302246094)
20 DRIFTWOOD AVE,-79.512146,43.7497,POINT (-79.51214599609375 43.74969863891602)
325 QUEEN ST W,-79.391815,43.649548,POINT (-79.39181518554688 43.6495475769043)
2858 DUNDAS ST W,-79.465,43.665627,POINT (-79.46499633789063 43.66562652587891)
258 MARKHAM ST,-79.40863,43.654778,POINT (-79.40863037109375 43.65477752685547)
251 CLAREMONT ST,-79.41199,43.652752,POINT (-79.4119873046875 43.65275192260742)
83 DECARIE CRCL,-79.565475,43.670933,POINT (-79.56547546386719 43.67093276977539)
5317 YONGE ST,-79.413666,43.773476,POINT (-79.41366577148438 43.77347564697266)
41 BISHOP TUTU BLVD,-79.400566,43.6358,POINT (-79.40056610107422 43.63579940795898)
45 BISHOP TUTU BLVD,-79.4007,43.63575,POINT (-79.40070343017578 43.63574981689453)
80 BERESFORD AVE,-79.47663,43.648895,POINT (-79.47663116455078 43.64889526367188)
1202 YORK MILLS RD,-79.33505,43.760616,POINT (-79.33505249023438 43.76061630249023)
64 MCROBERTS AVE,-79.45454,43.677532,POINT (-79.45453643798828 43.67753219604492)
100 RAGLAN AVE,-79.42093,43.685448,POINT (-79.42092895507813 43.68544769287109)
140 MCROBERTS AVE,-79.4553,43.679333,POINT (-79.45529937744141 43.6793327331543)
327 KENILWORTH AVE,-79.304344,43.675823,POINT (-79.30434417724609 43.67582321166992)
134 BERRY RD,-79.485855,43.638172,POINT (-79.48585510253906 43.6381721496582)
320 KENILWORTH AVE,-79.3047,43.675526,POINT (-79.30470275878906 43.6755256652832)
309 KENILWORTH AVE,-79.30404,43.67531,POINT (-79.30403900146484 43.67530822753906)
65 CLAXTON BLVD,-79.42466,43.688763,POINT (-79.42465972900391 43.68876266479492)
303 KENILWORTH AVE,-79.304054,43.675175,POINT (-79.30405426025391 43.67517471313477)
14 ROLYAT ST,-79.421524,43.648857,POINT (-79.42152404785156 43.64885711669922)
295 KENILWORTH AVE,-79.3039,43.67498,POINT (-79.30390167236328 43.67498016357422)
30 ROLYAT ST,-79.42215,43.64873,POINT (-79.42214965820313 43.64873123168945)
230 DELORAINE AVE,-79.413216,43.73231,POINT (-79.41321563720703 43.7323112487793)
88 MAPLEWOOD AVE,-79.4242,43.685932,POINT (-79.42420196533203 43.68593215942383)
283 WAVERLEY RD,-79.30285,43.675217,POINT (-79.30284881591797 43.67521667480469)
63 ELDON AVE,-79.29197,43.692364,POINT (-79.29196929931641 43.69236373901367)
544 BIRCHMOUNT RD,-79.27059,43.711075,POINT (-79.27059173583984 43.71107482910156)
155 OAKMOUNT RD,-79.463974,43.658676,POINT (-79.46397399902344 43.65867614746094)
10 ROLYAT ST,-79.42135,43.648895,POINT (-79.42134857177734 43.64889526367188)
291 WAVERLEY RD,-79.302895,43.675423,POINT (-79.30289459228516 43.67542266845703)
19 LESTER AVE,-79.470825,43.691753,POINT (-79.4708251953125 43.69175338745117)
273 EUCLID AVE,-79.410095,43.653084,POINT (-79.41009521484375 43.65308380126953)
105 GIVINS ST,-79.418526,43.647827,POINT (-79.41852569580078 43.6478271484375)
24 KELVIN AVE,-79.294846,43.68883,POINT (-79.29484558105469 43.6888313293457)
299 PACIFIC AVE,-79.46687,43.662025,POINT (-79.46687316894531 43.66202545166016)
342 WAVERLEY RD,-79.30384,43.676247,POINT (-79.30384063720703 43.67624664306641)
309 EUCLID AVE,-79.4104,43.65386,POINT (-79.410400390625 43.65385818481445)
53 GODSTONE RD,-79.348495,43.783268,POINT (-79.34849548339844 43.78326797485352)
325 EUCLID AVE,-79.4105,43.6542,POINT (-79.41049957275391 43.65420150756836)
11 LUTTRELL AVE,-79.29314,43.68907,POINT (-79.29313659667969 43.68907165527344)
2399 YONGE ST,-79.39895,43.710033,POINT (-79.39894866943359 43.71003341674805)
4 FENNINGS ST,-79.421585,43.644142,POINT (-79.42158508300781 43.64414215087891)
90 WOLSELEY ST,-79.40382,43.648293,POINT (-79.40381622314453 43.64829254150391)
4 CROWN HILL PL,-79.490746,43.637947,POINT (-79.49074554443359 43.63794708251953)
45 FAIRVIEW BLVD,-79.35443,43.67527,POINT (-79.35443115234375 43.67527008056641)
358 GLENLAKE AVE,-79.46796,43.657196,POINT (-79.46795654296875 43.65719604492188)
376 GLEN MANOR DR,-79.29465,43.679356,POINT (-79.29464721679688 43.67935562133789)
357 EUCLID AVE,-79.41085,43.655025,POINT (-79.41085052490234 43.65502548217773)
276 MCROBERTS AVE,-79.45665,43.682327,POINT (-79.45664978027344 43.68232727050781)
272 FAIRLAWN AVE,-79.413185,43.7291,POINT (-79.41318511962891 43.72909927368164)
62 FENNINGS ST,-79.422066,43.6455,POINT (-79.42206573486328 43.64550018310547)
6 CROWN HILL PL,-79.49022,43.63851,POINT (-79.49021911621094 43.63851165771484)
19 AUGUSTA AVE,-79.39971,43.6487,POINT (-79.39971160888672 43.64870071411133)
14 GARNOCK AVE,-79.3513,43.67625,POINT (-79.35130310058594 43.67625045776367)
154 QUEBEC AVE,-79.46882,43.657112,POINT (-79.46881866455078 43.65711212158203)
63 BROOKFIELD ST,-79.42033,43.645744,POINT (-79.42032623291016 43.64574432373047)
425 MCROBERTS AVE,-79.45755,43.68589,POINT (-79.45755004882813 43.68589019775391)
8 CARNAHAN TER,-79.29156,43.687023,POINT (-79.29155731201172 43.6870231628418)
231 QUEBEC AVE,-79.46906,43.65907,POINT (-79.46906280517578 43.6590690612793)
549 EUCLID AVE,-79.41282,43.6599,POINT (-79.41281890869141 43.6599006652832)
108 EDITH DR,-79.404144,43.70899,POINT (-79.40414428710938 43.70898818969727)
9 DUNRAVEN DR,-79.463135,43.687096,POINT (-79.463134765625 43.68709564208984)
30 CARNAHAN TER,-79.29169,43.68735,POINT (-79.29168701171875 43.68735122680664)
336 QUEBEC AVE,-79.470795,43.661697,POINT (-79.47079467773438 43.66169738769531)
156 AUGUSTA AVE,-79.4017,43.652843,POINT (-79.40170288085938 43.6528434753418)
170 CRANBROOKE AVE,-79.40912,43.728184,POINT (-79.40911865234375 43.72818374633789)
605 EUCLID AVE,-79.41349,43.661552,POINT (-79.41349029541016 43.66155242919922)
399 QUEBEC AVE,-79.47094,43.663525,POINT (-79.47093963623047 43.66352462768555)
254 WINONA DR,-79.43373,43.68222,POINT (-79.43373107910156 43.68222045898438)
34 CAMERON AVE,-79.46526,43.690388,POINT (-79.46526336669922 43.69038772583008)
68 CAMERON AVE,-79.46745,43.690426,POINT (-79.46745300292969 43.69042587280273)
8 CORBY AVE,-79.457855,43.685047,POINT (-79.45785522460938 43.6850471496582)
460 QUEBEC AVE,-79.47216,43.664993,POINT (-79.47216033935547 43.66499328613281)
677 EUCLID AVE,-79.41439,43.66374,POINT (-79.41439056396484 43.66373825073242)
198 OAKWOOD AVE,-79.43667,43.681335,POINT (-79.43666839599609 43.68133544921875)
43 LACEY AVE,-79.46827,43.689594,POINT (-79.46826934814453 43.68959426879883)
16 MINTO ST,-79.32449,43.663727,POINT (-79.32449340820313 43.66372680664063)
29 LACEY AVE,-79.46811,43.689228,POINT (-79.46810913085938 43.68922805786133)
22 MINTO ST,-79.324326,43.6638,POINT (-79.32432556152344 43.66379928588867)
2 KEITH AVE,-79.46062,43.691067,POINT (-79.46061706542969 43.69106674194336)
38 MINTO ST,-79.32388,43.663883,POINT (-79.32388305664063 43.66388320922852)
437 QUEBEC AVE,-79.471436,43.664433,POINT (-79.471435546875 43.66443252563477)
510 MCROBERTS AVE,-79.459076,43.688168,POINT (-79.45907592773438 43.68816757202148)
10 SUMMIT AVE,-79.45876,43.687096,POINT (-79.45876312255859 43.68709564208984)
31 GRANBY ST,-79.381226,43.660664,POINT (-79.3812255859375 43.66066360473633)
183 BERRY RD,-79.49116,43.63639,POINT (-79.49115753173828 43.63639068603516)
7 NASHVILLE AVE,-79.4735,43.683178,POINT (-79.47350311279297 43.68317794799805)
97 STRATHCONA AVE,-79.34137,43.676212,POINT (-79.34136962890625 43.67621231079102)
20 SUMMIT AVE,-79.45919,43.687016,POINT (-79.45919036865234 43.68701553344727)
14 ROSLIN AVE,-79.40261,43.729588,POINT (-79.40261077880859 43.72958755493164)
212 BRUNSWICK AVE,-79.40677,43.663403,POINT (-79.40676879882813 43.66340255737305)
39 HEPWORTH DR,-79.57024,43.680885,POINT (-79.57023620605469 43.68088531494141)
532 MANNING AVE,-79.41484,43.660244,POINT (-79.41484069824219 43.66024398803711)
11 EVERSFIELD RD,-79.44791,43.68688,POINT (-79.44790649414063 43.6868782043457)
71 YARROW RD,-79.47558,43.68937,POINT (-79.47557830810547 43.68936920166016)
10 STANTON AVE,-79.56394,43.855675,POINT (-79.56394195556641 43.85567474365234)
215 MUTUAL ST,-79.37734,43.66136,POINT (-79.37734222412109 43.66136169433594)
76 DINGWALL AVE,-79.34067,43.674316,POINT (-79.34066772460938 43.67431640625)
282 BRUNSWICK AVE,-79.40751,43.665146,POINT (-79.40750885009766 43.66514587402344)
70 DINGWALL AVE,-79.34088,43.67433,POINT (-79.34088134765625 43.67433166503906)
76 HATHERLEY RD,-79.451614,43.687332,POINT (-79.45161437988281 43.68733215332031)
72 MEDLAND CRES,-79.46518,43.660107,POINT (-79.46517944335938 43.66010665893555)
80 HATHERLEY RD,-79.4518,43.6873,POINT (-79.45179748535156 43.68730163574219)
30 DINGWALL AVE,-79.342186,43.673977,POINT (-79.34218597412109 43.67397689819336)
9 GREENTREE CRT,-79.47946,43.692146,POINT (-79.47946166992188 43.69214630126953)
170 JAMESON AVE,-79.43682,43.638275,POINT (-79.43682098388672 43.63827514648438)
496 BRUNSWICK AVE,-79.41031,43.67264,POINT (-79.41030883789063 43.67264175415039)
104 HATHERLEY RD,-79.45293,43.687115,POINT (-79.45292663574219 43.68711471557617)
264 COOK RD,-79.49787,43.767998,POINT (-79.49787139892578 43.76799774169922)
515 BRUNSWICK AVE,-79.409935,43.673336,POINT (-79.40993499755859 43.67333602905273)
35 HEMAN ST,-79.49539,43.604527,POINT (-79.49539184570313 43.60452651977539)
40 HIGHFIELD RD,-79.3239,43.668102,POINT (-79.32389831542969 43.6681022644043)
2 LEOPOLD ST,-79.43665,43.638706,POINT (-79.43665313720703 43.63870620727539)
390 DUPONT ST,-79.411026,43.674088,POINT (-79.41102600097656 43.67408752441406)
198 CLAREMONT ST,-79.412,43.651608,POINT (-79.41200256347656 43.65160751342773)
62 HIGHFIELD RD,-79.3241,43.668613,POINT (-79.3240966796875 43.66861343383789)
368 DUPONT ST,-79.410225,43.674282,POINT (-79.41022491455078 43.67428207397461)
87 EARL GREY RD,-79.33786,43.677433,POINT (-79.33786010742188 43.67743301391602)
22 LEOPOLD ST,-79.4377,43.638737,POINT (-79.43769836425781 43.63873672485352)
257 CLAREMONT ST,-79.41209,43.652905,POINT (-79.41208648681641 43.65290451049805)
72 HIGHFIELD RD,-79.32441,43.66882,POINT (-79.32440948486328 43.66881942749023)
82 HIGHFIELD RD,-79.32434,43.669174,POINT (-79.3243408203125 43.66917419433594)
14 CLIFF FERNWAY,-79.35989,43.79123,POINT (-79.35989379882813 43.79122924804688)
84 HIGHFIELD RD,-79.32433,43.669228,POINT (-79.32433319091797 43.66922760009766)
42 WILSON PARK RD,-79.44217,43.6378,POINT (-79.44216918945313 43.63779830932617)
59 HEMAN ST,-79.49645,43.60429,POINT (-79.49645233154297 43.60429000854492)
411 DUPONT ST,-79.41262,43.67334,POINT (-79.41262054443359 43.67333984375)
1 BAIRD AVE,-79.33719,43.676952,POINT (-79.33718872070313 43.67695236206055)
203 NAIRN AVE,-79.450714,43.68243,POINT (-79.45071411132813 43.68243026733398)
34 VENETIAN CRES,-79.514595,43.753773,POINT (-79.51459503173828 43.7537727355957)
812 BURNHAMTHORPE RD,-79.61558,43.610016,POINT (-79.61557769775391 43.61001586914063)
45 WALMER RD,-79.405876,43.66962,POINT (-79.40587615966797 43.66962051391602)
523 JONES AVE,-79.33899,43.677708,POINT (-79.3389892578125 43.67770767211914)
5 WALTON ST,-79.382256,43.658527,POINT (-79.38225555419922 43.65852737426758)
14 LAMBERT AVE,-79.45651,43.676952,POINT (-79.45651245117188 43.67695236206055)
253 CLINTON ST,-79.4158,43.660892,POINT (-79.41580200195313 43.66089248657227)
12 LAMBERT AVE,-79.45645,43.676968,POINT (-79.45645141601563 43.67696762084961)
2 POND FERNWAY,-79.36081,43.7899,POINT (-79.36080932617188 43.78990173339844)
5 ROWNTREE RD,-79.58078,43.74953,POINT (-79.58078002929688 43.74953079223633)
373 JONES AVE,-79.33713,43.673275,POINT (-79.33712768554688 43.67327499389648)
240 DUNN AVE,-79.43436,43.639812,POINT (-79.43435668945313 43.63981246948242)
90 METHUEN AVE,-79.49158,43.655205,POINT (-79.4915771484375 43.65520477294922)
230 HARVIE AVE,-79.452385,43.68206,POINT (-79.45238494873047 43.68206024169922)
346 CLINTON ST,-79.41719,43.663082,POINT (-79.41719055175781 43.66308212280273)
191 GILLARD AVE,-79.32779,43.681774,POINT (-79.32778930664063 43.6817741394043)
32 MELBOURNE AVE,-79.430214,43.640366,POINT (-79.43021392822266 43.64036560058594)
145 KITCHENER AVE,-79.461395,43.688644,POINT (-79.46139526367188 43.68864440917969)
46 MONTYE AVE,-79.48825,43.659397,POINT (-79.48825073242188 43.65939712524414)
93 LIPPINCOTT ST,-79.40654,43.65746,POINT (-79.40653991699219 43.6574592590332)
22 LAIDLAW ST,-79.42695,43.64075,POINT (-79.42694854736328 43.64075088500977)
40 MONTYE AVE,-79.48781,43.65949,POINT (-79.48780822753906 43.65948867797852)
429 CLINTON ST,-79.41767,43.66578,POINT (-79.41767120361328 43.66577911376953)
100 MOUNTJOY AVE,-79.325584,43.681396,POINT (-79.32558441162109 43.681396484375)
5 HARVIE AVE,-79.4498,43.677013,POINT (-79.44979858398438 43.6770133972168)
31 MONTYE AVE,-79.48732,43.659275,POINT (-79.48731994628906 43.65927505493164)
453 ROEHAMPTON AVE,-79.38458,43.710625,POINT (-79.38458251953125 43.71062469482422)
41 KENSINGTON AVE,-79.40006,43.653667,POINT (-79.40006256103516 43.65366744995117)
136 WESTMOUNT AVE,-79.44209,43.677696,POINT (-79.44209289550781 43.67769622802734)
31 PAXTONIA BLVD,-79.47999,43.729183,POINT (-79.47998809814453 43.72918319702148)
2835 ISLINGTON AVE,-79.56739,43.75014,POINT (-79.56739044189453 43.75014114379883)
29 WINCHESTER ST,-79.36964,43.665466,POINT (-79.36963653564453 43.66546630859375)
82 WESTMOUNT AVE,-79.441536,43.67642,POINT (-79.44153594970703 43.67641830444336)
359 GRACE ST,-79.417534,43.66089,POINT (-79.41753387451172 43.660888671875)
628 WILLARD AVE,-79.486694,43.66177,POINT (-79.4866943359375 43.66176986694336)
73 GRANGE AVE,-79.39827,43.651657,POINT (-79.39826965332031 43.65165710449219)
46 WESTMOUNT AVE,-79.440895,43.674973,POINT (-79.44089508056641 43.67497253417969)
634 WILLARD AVE,-79.48672,43.661957,POINT (-79.48671722412109 43.66195678710938)
49 NICKLE ST,-79.49829,43.69193,POINT (-79.498291015625 43.69192886352539)
10 WESTMOUNT AVE,-79.44078,43.674652,POINT (-79.44078063964844 43.67465209960938)
7 CAMERON ST,-79.39747,43.649067,POINT (-79.39746856689453 43.64906692504883)
7 NICKLE ST,-79.50024,43.691467,POINT (-79.50023651123047 43.69146728515625)
731 WOODBINE AVE,-79.3102,43.680077,POINT (-79.31020355224609 43.68007659912109)
843 WINDERMERE AVE,-79.48494,43.662373,POINT (-79.48493957519531 43.66237258911133)
188 EASTWOOD AVE,-79.26874,43.69379,POINT (-79.26873779296875 43.69379043579102)
835 WINDERMERE AVE,-79.48486,43.662178,POINT (-79.48486328125 43.66217803955078)
272 GRACE ST,-79.41712,43.658466,POINT (-79.41712188720703 43.65846633911133)
90 CROCKAMHILL DR,-79.28259,43.799236,POINT (-79.2825927734375 43.79923629760742)
36 NORTHCLIFFE BLVD,-79.44038,43.676437,POINT (-79.44037628173828 43.67643737792969)
595 WOODBINE AVE,-79.308914,43.67718,POINT (-79.30891418457031 43.67718124389648)
795 WINDERMERE AVE,-79.484375,43.66108,POINT (-79.484375 43.66107940673828)
20 RUTHERFORD AVE,-79.49705,43.69048,POINT (-79.49704742431641 43.69047927856445)
154 OAKCREST AVE,-79.306274,43.684925,POINT (-79.3062744140625 43.6849250793457)
773 WINDERMERE AVE,-79.48414,43.66045,POINT (-79.48413848876953 43.66044998168945)
76 GRACE ST,-79.23042,43.74366,POINT (-79.23042297363281 43.74365997314453)
749 WINDERMERE AVE,-79.48387,43.659687,POINT (-79.48387145996094 43.65968704223633)
25 VICTORIA BLVD,-79.4949,43.68979,POINT (-79.49490356445313 43.68978881835938)
342 BERKELEY ST,-79.36853,43.66136,POINT (-79.3685302734375 43.66136169433594)
9 VICTORIA BLVD,-79.49543,43.68967,POINT (-79.49542999267578 43.68967056274414)
46 MC GEE ST,-79.345474,43.658295,POINT (-79.34547424316406 43.65829467773438)
105 LAUDER AVE,-79.438965,43.67733,POINT (-79.43896484375 43.67733001708984)
320 BERKELEY ST,-79.36828,43.66069,POINT (-79.36827850341797 43.66069030761719)
693 WINDERMERE AVE,-79.48304,43.65791,POINT (-79.48303985595703 43.65790939331055)
4 VICTORIA BLVD,-79.496284,43.68988,POINT (-79.49628448486328 43.68988037109375)
95 WOODBINE AVE,-79.30477,43.666824,POINT (-79.30477142333984 43.66682434082031)
515 ROSEWELL AVE,-79.413414,43.722218,POINT (-79.41341400146484 43.72221755981445)
680 WINDERMERE AVE,-79.48335,43.657406,POINT (-79.48335266113281 43.65740585327148)
647 WINDERMERE AVE,-79.48253,43.65658,POINT (-79.48252868652344 43.65658187866211)
60 LAMBTON AVE,-79.48816,43.683525,POINT (-79.4881591796875 43.68352508544922)
273 WOODBINE AVE,-79.3062,43.67044,POINT (-79.30619812011719 43.67044067382813)
631 WINDERMERE AVE,-79.48234,43.65611,POINT (-79.48233795166016 43.65610885620117)
195 BARRINGTON AVE,-79.30295,43.69489,POINT (-79.30294799804688 43.69488906860352)
39 GORE VALE AVE,-79.41185,43.64737,POINT (-79.41184997558594 43.64736938476563)
571 WINDERMERE AVE,-79.48164,43.65448,POINT (-79.48164367675781 43.65447998046875)
39 GRAY AVE,-79.49273,43.68035,POINT (-79.49272918701172 43.68035125732422)
387 WOODBINE AVE,-79.307205,43.672787,POINT (-79.30720520019531 43.67278671264648)
35 ALTON AVE,-79.3281,43.66493,POINT (-79.32810211181641 43.6649284362793)
67 BEECHWOOD AVE,-79.493225,43.67923,POINT (-79.49322509765625 43.67922973632813)
40 BEECHWOOD AVE,-79.49411,43.68014,POINT (-79.49411010742188 43.68014144897461)
13 BARRINGTON AVE,-79.300674,43.689255,POINT (-79.30067443847656 43.68925476074219)
314 MONTROSE AVE,-79.41932,43.658306,POINT (-79.41931915283203 43.65830612182617)
25 WARRENDER AVE,-79.551414,43.675743,POINT (-79.55141448974609 43.67574310302734)
265 CASSANDRA BLVD,-79.315636,43.753624,POINT (-79.31563568115234 43.75362396240234)
40 CASSELS AVE,-79.308044,43.67972,POINT (-79.30804443359375 43.67972183227539)
254 VILLAGE GREEN SQ,-79.28245,43.77939,POINT (-79.28244781494141 43.77938842773438)
44 HIAWATHA RD,-79.32221,43.669773,POINT (-79.32221221923828 43.66977310180664)
3400 DUFFERIN ST,-79.45845,43.725178,POINT (-79.45845031738281 43.72517776489258)
30 HIGHVIEW CRES,-79.43595,43.676548,POINT (-79.43595123291016 43.67654800415039)
514 ADELAIDE ST W,-79.40117,43.645786,POINT (-79.40116882324219 43.64578628540039)
171 MONTROSE AVE,-79.4173,43.654358,POINT (-79.41729736328125 43.65435791015625)
118 DUNBLAINE AVE,-79.426476,43.734756,POINT (-79.42647552490234 43.73475646972656)
78 ASHDALE AVE,-79.32023,43.667786,POINT (-79.32022857666016 43.66778564453125)
185 GOLFVIEW AVE,-79.30824,43.68157,POINT (-79.30824279785156 43.68156814575195)
42 GREENLAND RD,-79.33717,43.736446,POINT (-79.33717346191406 43.73644638061523)
120 DUNBLAINE AVE,-79.42662,43.734688,POINT (-79.42662048339844 43.73468780517578)
